id,created_at,account_code,route_key_hash,api_key_hash,user_id,model,prompt_tokens,completion_tokens,total_tokens,cached_tokens,cache_read_tokens,cache_creation_tokens,usage_provider,usage_source,cache_read_present,cache_creation_present,compatibility_losses_json,cache_capability,estimated,cache_miss_tokens,cache_total_input_tokens,cache_creation_5m_tokens,cache_creation_1h_tokens,affinity_source,route_class,prompt_cache_key_present,prompt_cache_key_source,stable_prefix_source,stable_prefix_reason,stable_prefix_bytes,retention_effective,retention_source,claude_cache_ttl,cache_control_injected,cache_breakpoint_count,cache_breakpoints_json,unwritten_tail_tokens,max_possible_cache_read_tokens,cache_hit_after_prewarm,singleflight_waited_requests,diagnostics_miss_reason,latest_user_cache_control,latest_user_auto_context_cache_control,latest_user_tail_cache_control,latest_user_tool_result_cache_control,route_epoch,raw_usage_json,kiro_credits,kiro_credits_present,billing_hold_id,requested_model,resolved_model,model_override_source
11,1785407824,ACC-UTFYZURQ5KTWCWOESJ66KGJ2ZQ,TOKEN-CQVY52OBZJMS65GHXYVULNQH7Y,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.5,50143,355,50498,49536,49536,0,codex,upstream,0,0,,,0,607,50143,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":50143,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":49536},""output_tokens"":355,""output_tokens_details"":{""reasoning_tokens"":31},""total_tokens"":50498}",0.000000,0,TOKEN-DZRHHZ7IKJQ5YTLDV3ECIEFDCA,gpt-5.5,gpt-5.5,none
12,1785407833,ACC-UTFYZURQ5KTWCWOESJ66KGJ2ZQ,TOKEN-UGGIKUON3S3YTATMRURKW5T55Y,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.5,53879,290,54169,49536,49536,0,codex,upstream,0,0,,,0,4343,53879,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":53879,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":49536},""output_tokens"":290,""output_tokens_details"":{""reasoning_tokens"":42},""total_tokens"":54169}",0.000000,0,TOKEN-MWFRQUZOLFMMZLEBLZ4SMOFHAU,gpt-5.5,gpt-5.5,none
13,1785407847,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-NTYMDUYW6EIFR6Z2PS6CUN5VUQ,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.5,54778,629,55407,4480,4480,0,codex,upstream,0,0,,,0,50298,54778,0,0,codex-root-thread-id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,1,"{""input_tokens"":54778,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":4480},""output_tokens"":629,""output_tokens_details"":{""reasoning_tokens"":516},""total_tokens"":55407}",0.000000,0,TOKEN-5NU7Q6XA5C74PI4PW32V76F3SM,gpt-5.5,gpt-5.5,none
14,1785407847,ACC-HH3MS4CH2YTRUI2AD4F5XY6VTU,TOKEN-ERP3DP2EFOGMZNMHSJMLJWJPTY,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,9520,0,9520,0,0,0,codex,upstream,0,0,,,0,9520,9520,0,0,codex-root-thread-id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":9520,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":0},""output_tokens"":0,""output_tokens_details"":{""reasoning_tokens"":0},""total_tokens"":9520}",0.000000,0,TOKEN-P7RHSLF7MWCP7ILFH7IGBCS3SQ,gpt-5.6-sol,gpt-5.6-sol,none
15,1785407853,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-AZI3OS5B2MUKN6FR44L6LOG5W4,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.5,55420,271,55691,54656,54656,0,codex,upstream,0,0,,,0,764,55420,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":55420,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":54656},""output_tokens"":271,""output_tokens_details"":{""reasoning_tokens"":145},""total_tokens"":55691}",0.000000,0,TOKEN-F2G55WP52BPYQE67H4UWBVBHFY,gpt-5.5,gpt-5.5,none
16,1785407861,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-6ZZ2XLTYUGQ6S434P6V6FNXWRQ,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.5,60014,177,60191,54656,54656,0,codex,upstream,0,0,,,0,5358,60014,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":60014,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":54656},""output_tokens"":177,""output_tokens_details"":{""reasoning_tokens"":25},""total_tokens"":60191}",0.000000,0,TOKEN-VBTUXIJICUBE4V42LVFZ3UJ3YU,gpt-5.5,gpt-5.5,none
17,1785407872,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,9520,0,9520,0,0,0,codex,upstream,0,0,,,0,9520,9520,0,0,codex-root-thread-id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":9520,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":0},""output_tokens"":0,""output_tokens_details"":{""reasoning_tokens"":0},""total_tokens"":9520}",0.000000,0,TOKEN-P2NMM2GQOEARF4PUKACT46CM4Y,gpt-5.6-sol,gpt-5.6-sol,none
18,1785407889,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-V3UW4UIWIZQYTWGX5UUKE5AVGM,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,13278,423,13701,0,0,0,codex,upstream,0,0,,,0,13278,13278,0,0,previous_response_id,true_conversation,1,downstream,message_prefix,ok,12995,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":13278,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":0},""output_tokens"":423,""output_tokens_details"":{""reasoning_tokens"":216},""total_tokens"":13701}",0.000000,0,TOKEN-GBZM65SKSZI6ZBG4D7RNTYI5IY,gpt-5.6-sol,gpt-5.6-sol,none
19,1785407890,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-A4JW2KINC2FONU2KLYZTGFATYU,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.5,63118,1530,64648,59776,59776,0,codex,upstream,0,0,,,0,3342,63118,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":63118,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":59776},""output_tokens"":1530,""output_tokens_details"":{""reasoning_tokens"":417},""total_tokens"":64648}",0.000000,0,TOKEN-J7TGAQCIUDIU6BPE7DKKY4IRAU,gpt-5.5,gpt-5.5,none
20,1785407896,ACC-AHBCFSVVRS6LD7SODZNCOJQAZU,TOKEN-MWPGERB2NEBSNL2KJQGWLJMRAM,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,10639,0,10639,0,0,0,codex,upstream,0,0,,,0,10639,10639,0,0,codex-root-thread-id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":10639,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":0},""output_tokens"":0,""output_tokens_details"":{""reasoning_tokens"":0},""total_tokens"":10639}",0.000000,0,TOKEN-SXZ4XKP3ZOGBOKUGOCBN25XSNY,gpt-5.6-sol,gpt-5.6-sol,none
21,1785407909,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-CQB3TQU5X3Y3AKP4IYNPMOJAV4,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,9520,0,9520,0,0,0,codex,upstream,0,0,,,0,9520,9520,0,0,codex-root-thread-id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":9520,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":0},""output_tokens"":0,""output_tokens_details"":{""reasoning_tokens"":0},""total_tokens"":9520}",0.000000,0,TOKEN-O3QJ3TPE4FEGM6DJKTL5CG3RYU,gpt-5.6-sol,gpt-5.6-sol,none
22,1785407916,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-UNZKRPTMDRZIOE2MW7KFKFBRGU,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.5,64711,1337,66048,62848,62848,0,codex,upstream,0,0,,,0,1863,64711,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":64711,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":62848},""output_tokens"":1337,""output_tokens_details"":{""reasoning_tokens"":251},""total_tokens"":66048}",0.000000,0,TOKEN-P4FEL4IQOSZTDXY4VIEHQIBGAE,gpt-5.5,gpt-5.5,none
23,1785407918,ACC-AHBCFSVVRS6LD7SODZNCOJQAZU,TOKEN-4YVO7GMMDLPCAPLMAHMMR56J6U,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,151632,362,151994,0,0,0,codex,upstream,0,0,,,0,151632,151632,0,0,previous_response_id,true_conversation,1,downstream,body_meta_hmac,bounded_large_body,65536,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":151632,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":0},""output_tokens"":362,""output_tokens_details"":{""reasoning_tokens"":92},""total_tokens"":151994}",0.000000,0,TOKEN-GZ2DYCMZF2IHD74V55J5QJ6A4U,gpt-5.6-sol,gpt-5.6-sol,none
24,1785407925,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-X36WDR76B53J53E7A44P65JAKY,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.5,66976,322,67298,63872,63872,0,codex,upstream,0,0,,,0,3104,66976,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":66976,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":63872},""output_tokens"":322,""output_tokens_details"":{""reasoning_tokens"":143},""total_tokens"":67298}",0.000000,0,TOKEN-KZECHTDSVQPAMY3K5AUYKENN6A,gpt-5.5,gpt-5.5,none
25,1785407932,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-FKXMXUE2GNHXLTIC36ZQXUNI7Y,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.5,68789,243,69032,66944,66944,0,codex,upstream,0,0,,,0,1845,68789,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":68789,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":66944},""output_tokens"":243,""output_tokens_details"":{""reasoning_tokens"":77},""total_tokens"":69032}",0.000000,0,TOKEN-EGJLPYABV5FPSTJ53WHERWMDWU,gpt-5.5,gpt-5.5,none
26,1785407942,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-4YA7FJTONJK2O3P5HPCG6CATOI,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.5,70281,363,70644,67968,67968,0,codex,upstream,0,0,,,0,2313,70281,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":70281,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":67968},""output_tokens"":363,""output_tokens_details"":{""reasoning_tokens"":269},""total_tokens"":70644}",0.000000,0,TOKEN-2DOLOUCPZV6AB3TWCPDUJGDOAY,gpt-5.5,gpt-5.5,none
27,1785407958,ACC-TP5ELWQQJ2C3BYGXSN2GIKQTEE,TOKEN-ENMJ5XR4BKF6WNH2MDIOFQ56MA,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.5,72252,798,73050,70016,70016,0,codex,upstream,0,0,,,0,2236,72252,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":72252,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":70016},""output_tokens"":798,""output_tokens_details"":{""reasoning_tokens"":704},""total_tokens"":73050}",0.000000,0,TOKEN-VFO3GOBLIHGFGQI4ZRQRUPO3SQ,gpt-5.5,gpt-5.5,none
28,1785407969,ACC-AHBCFSVVRS6LD7SODZNCOJQAZU,TOKEN-MWPGERB2NEBSNL2KJQGWLJMRAM,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,10639,0,10639,0,0,0,codex,upstream,0,0,,,0,10639,10639,0,0,codex-root-thread-id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":10639,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":0},""output_tokens"":0,""output_tokens_details"":{""reasoning_tokens"":0},""total_tokens"":10639}",0.000000,0,TOKEN-CYJ65HSHJCSOVIHB2HXZ4I6WXE,gpt-5.6-sol,gpt-5.6-sol,none
29,1785407979,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-GDON4LE7C7J4KFYTN72G5SUK54,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,9520,0,9520,0,0,0,codex,upstream,0,0,,,0,9520,9520,0,0,codex-root-thread-id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":9520,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":0},""output_tokens"":0,""output_tokens_details"":{""reasoning_tokens"":0},""total_tokens"":9520}",0.000000,0,TOKEN-D2JKQT75HIDHDIOATBUS366YZ4,gpt-5.6-sol,gpt-5.6-sol,none
30,1785407991,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-WZO4VV7NMA4TPFIRUGIU3QFVS4,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,16112,456,16568,13056,13056,0,codex,upstream,0,0,,,0,3056,16112,0,0,previous_response_id,true_conversation,1,downstream,message_prefix,ok,27694,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":16112,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":13056},""output_tokens"":456,""output_tokens_details"":{""reasoning_tokens"":280},""total_tokens"":16568}",0.000000,0,TOKEN-CZ47C2Z7N3O6O5DRIJPUWWRTEA,gpt-5.6-sol,gpt-5.6-sol,none
31,1785407998,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-USO5FH4MICBI73WUJ3W7RICBI4,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,17308,280,17588,15104,15104,0,codex,upstream,0,0,,,0,2204,17308,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":17308,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":15104},""output_tokens"":280,""output_tokens_details"":{""reasoning_tokens"":26},""total_tokens"":17588}",0.000000,0,TOKEN-CSLUBWL3AB3J5BST7BUCBZB2RI,gpt-5.6-sol,gpt-5.6-sol,none
32,1785408017,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-4A7DGUDBGS5WPTORRTVFEZWVQQ,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,20521,915,21436,17152,17152,0,codex,upstream,0,0,,,0,3369,20521,0,0,previous_response_id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":20521,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":17152},""output_tokens"":915,""output_tokens_details"":{""reasoning_tokens"":516},""total_tokens"":21436}",0.000000,0,TOKEN-Q5HIWZCYT7NQGAFVMHKYR4NJSY,gpt-5.6-sol,gpt-5.6-sol,none
33,1785408025,ACC-F7V2KG5F535O755MND4UDOTTBM,TOKEN-WMKZSSQ4AKGYAUNXFZRXL4DHCM,TOKEN-HQLHSJVM4QS2MSU2DWZBHUZ5Z4,,gpt-5.6-sol,22548,319,22867,20224,20224,0,codex,upstream,0,0,,,0,2324,22548,0,0,previous_response_id,true_conversation,1,downstream,text_prefix,ok,4286,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":22548,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":20224},""output_tokens"":319,""output_tokens_details"":{""reasoning_tokens"":265},""total_tokens"":22867}",0.000000,0,TOKEN-7TGXCCGJKINFPWHJJMULNSVATI,gpt-5.6-sol,gpt-5.6-sol,none
34,1785408036,ACC-2K2OJBSXIQE2SYJVU5WZABT4NI,TOKEN-CFLKOPXGOBIVE43KFFN3V4B4NM,TOKEN-MLCIC6UY7U3QRD3XRMXQW57CSI,,gpt-5.6-sol,7147,0,7147,0,0,0,codex,upstream,0,0,,,0,7147,7147,0,0,codex-root-thread-id,true_conversation,1,downstream,,final_turn_not_user,0,,unsupported_current_codex,,0,0,,0,0,0,0,,0,0,0,0,0,"{""input_tokens"":7147,""input_tokens_details"":{""cache_write_tokens"":0,""cached_tokens"":0},""output_tokens"":0,""output_tokens_details"":{""reasoning_tokens"":0},""total_tokens"":7147}",0.000000,0,TOKEN-NKIJH3JA6FZZHMW72E25MWF7LI,gpt-5.6-sol,gpt-5.6-sol,none
