request_id,tier,target,selection_type,status_class,fallback_target,created_at
REQ-FCC3TFR6ZQRSTDJUJHYUS5VMEI,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407793
REQ-Q32YV4IYRUT3NV6YWSVTEUPEHI,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407809
REQ-PDY6HSK3SSMH4VNSVDWY5BIR2I,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407813
REQ-ESGTKTHNBPIHF44HH5EZSUBS24,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407824
REQ-6A2BRV6KX5LGL5FIJP7RUMGTJI,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407833
REQ-RF3NVAZPL4AWCCJ2HLA57MMD7A,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407847
REQ-PYMVVJURCJXFQJLMBNFS54YD7Q,0,account_pool_group:gpt-plus-正常(备用1),across,success,,1785407847
REQ-MLOHQFD2QLQWMZSB743CTWZHUE,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407853
REQ-747BR66L73HJFA46KPBK5I5UGA,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407861
REQ-VJYS6AZ4F3MVKOM2IG7RNEJULM,0,account_pool_group:gpt-plus-正常(备用1),across,success,,1785407872
REQ-52E7EO2DFCPR3W7W65OH43QHXQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785407889
REQ-VMNURDSACZ6B2WQMLQAVJNM6PA,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407890
REQ-SBAGSF4TI4V7E36UD3GF2EKDME,0,account_pool_group:gpt-plus-正常(备用1),across,success,,1785407896
REQ-5CQELPGS6GSENGHNB46RFBWMVA,0,account_pool_group:gpt-plus-正常(备用1),across,success,,1785407909
REQ-K4YJVUCW7CA3YKNGT6GYNQ6IYI,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407916
REQ-RZ2NORGYWGTAOSNVIH4YAKTPSE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785407918
REQ-FOV5SHIYRX5MRQIP4OMSEDNMIA,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407925
REQ-RI23GRMIQ3RDAOR7VZHHF4WIII,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407932
REQ-ZCSZDNKEDTGP4UFGPF5TWVN7EM,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407942
REQ-O5ZWIEP44U2ZU47WEWBL2WWQ4Y,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785407958
REQ-UZ4DXN4L5BRQLU7QE6KF7OSTFU,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785407969
REQ-PYNXSEVWDB7CN36Q4ZTQLXFSHE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785407979
REQ-AGDCZ7GVYHBELYCWK5FPMAQUJU,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785407991
REQ-HK6WRORNWS4GHKAX2GXICMCWTU,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785407998
REQ-GYHQ4ERHOHE5JGIJAFXQUQNMCQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408017
REQ-EGTPHKWGIR6GV4Y2GNAOR5Z7OQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408025
REQ-BX5QOQDOBMAPX73MTFRBFAEHFM,0,account_pool_group:gpt-plus-备用2(可破甲),across,success,,1785408036
REQ-QTAWCLU2FRVPTQM4EQSJLAPE5U,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408039
REQ-RID3KHRG7KQPI76USDNFHCT2EM,0,account_pool_group:gpt-plus-正常(备用1),across,success,,1785408050
REQ-OHVRQFTC4OTVSEHGSIE45L6YEY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408057
REQ-H6TNU4VUIB6LJ34GM5MDVPPTIQ,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408069
REQ-33D7UUOYWF5MK3JQZVO7FDJJUY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408070
REQ-QWA6UKTZFGOO55DJABCFGVSUJ4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408073
REQ-DS7FMQPECVBO3GYGMVEVMN3BUU,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408073
REQ-VX46PR54CPE3YZDFBF6WTDE2LA,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408074
REQ-L444UEJXQDNRTT7MJN32PM2NK4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408077
REQ-ABMW4GUCSPQUWISZB566Q4DRR4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408080
REQ-SMATTQVXMFZCVNYNUMVWCUSQOA,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408080
REQ-3GTCLUEREAA6ZYTZFJ3W6RSGJY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408083
REQ-SI2IK5EPXV6HVU3UBW3GFT4M6A,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408085
REQ-HWXSAROPWECJBDZVE3FHZPLC4A,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408086
REQ-EE7WVALJXWJA3VS6P7DI4MTDKM,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408087
REQ-RWLMRYBYYURHJIJYD33E6H3IDQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408089
REQ-LMNZYVRJTYUQELQNZYSKEHNQKE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408089
REQ-NDV2CROO2BCD2ZDYVW2NX6ROSQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408090
REQ-RZ5COLICZDNLASKWF3CRSGBE4M,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408090
REQ-DICYGNNH6A3UYU35TFDYPSWKNQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408091
REQ-5CU4U6CHETT3ZRE73NMSEDPAUM,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408095
REQ-7ZID2U272642VAO4JMF5KSOJ6M,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408095
REQ-VU5TUF7MOAR5L7RPJJ4ASWJP3Q,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408096
REQ-WNMQKTKSZ5JYZUUPLYRNOR4WVU,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408096
REQ-B36AAWBXHFKCHQCZ4FBVMP7QBM,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408098
REQ-DWTAJXW4FVFDA6J6XYC2J77JXY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408098
REQ-WPJHRVFCNBILNVXAGTPYUT54BY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408099
REQ-4VW7P7E4HGR3SBUW2UI4CPCTGE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408102
REQ-PNLHMDRZWFHDCDX42TD3H3ZLAQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408103
REQ-DCUG4QBR3XD5O6ZG3GLNLT256Y,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408103
REQ-OU4CDKLYIIQV2MX7YRSEJLZ2TE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408104
REQ-ZC6SFOGGVPRLIQM3EIZEWWLPXY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408107
REQ-HJJ2HSQMLP2GKRBVUBWAUTR3D4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408107
REQ-5YORNU3HIPDLE5TXZBWTPVFFSA,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408107
REQ-CK2WZLKO35NIEGWCSLHCJRC3BQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408108
REQ-WCDPBNV3ZK7JANYSKBDI6YHLPU,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408108
REQ-J32QLPNGZQHG7Z7A532UDID45U,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408110
REQ-WTKHUTUWHUDQAJ7ROWFJ7LGXJA,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408113
REQ-UY73EVDWYSOMDXBBWYWKTABKVM,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408113
REQ-KA35OZDF6FRP7E3MRFAWOZPUJI,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408114
REQ-END5LOB4LP4RSJLJUN3IOBFBDY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408114
REQ-NSFM7F5ARL3354X3BMPX6OPPDY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408114
REQ-O6AJFCSHGQXMDMEN4N5N6PSXLU,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408115
REQ-APS4EEMMOU6LH2UMBP267TIXKE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408117
REQ-RLLCHAEWKV2CFONL3BYLMID2MY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408119
REQ-GQL5DSX4HQ3NLAEE6OMXH2KVF4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408119
REQ-KOLOHHANGOBUNTPRJMBFOL6UDM,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408119
REQ-UN3C7RDWW3Z3ENQF6QHV55D27M,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408120
REQ-NEGZMWMKSUXMTAT52Q4LZTBHRI,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408120
REQ-U7PLPNLR52D77HO3NOXL5FIBWA,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408121
REQ-Q2A7A3N22YHJHDAQZQQUIEQS24,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408126
REQ-2RPWU54AKABCMCGDTCVODA3DF4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408129
REQ-FVJCBRJA2SCBQ37XJHL6UXCE6I,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408129
REQ-PJXO66QC5Q7BM5PZU7JI5FKXBM,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408130
REQ-GRMKHVLUL5B4KCM4AOS57LDLS4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408134
REQ-WL3KJL3CLXRXTGXDK5VZXJ5E5Y,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408134
REQ-O2PALXCPQUEXEDTJY4Y7AYRKOE,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408136
REQ-TWFIY7BBGJVU3GH7C5HYPMUEIA,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408138
REQ-ZCCWA6LMNPJZKLLGQES2YKXXQI,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408139
REQ-XY6GKFQX3M2WJYH54KJT4LHWPQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408140
REQ-VB7Y2JJQOFV3HVQJ2SD5ND4QIY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408145
REQ-3R4RDRVFHMO3D2BEYVGNFRTN5M,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408146
REQ-FEXFT5Y7SN2PJELJAFHF4XYYGQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408146
REQ-K5QVEBV7DB5XXIO63OIHYI27C4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408146
REQ-MK4GGXHWRGNWETWX2C3KJAIIXU,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408146
REQ-DBL5TRPFZQXZ2RIDGQCCVIHBWY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408147
REQ-AV6WJGHZV6J2U3XA3RDT2MR32A,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408148
REQ-DVNPZOX72XMWGFZY6YYJG53BQE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408153
REQ-BCPU2CHFQXW2NBC3MZ6JU2HS6U,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408154
REQ-XBGKJDWYT6A5AZ6YFSETQOIC7I,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408154
REQ-TW5BAGK37DHBNBH34CSYJQQFCQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408157
REQ-5N45FYTJ5IVZOA6AENHM5G3S6M,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408157
REQ-BBBZ2QDFEQSZUW2SSRGT3S7YZE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408158
REQ-5ZE7ILML3LYVKEMZKUEHNHL6JI,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408158
REQ-QVCFAKZVOFU37UPDNIHNL2DQAM,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408158
REQ-E7JE65YD3HP2N2UNE3AIQ3CIYI,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408167
REQ-3BP7YCLZEZHQ3HB5MMAEXTJQYQ,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408169
REQ-P3SYI6HWQNCBRIDMC6VRYOOCHU,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408169
REQ-2AKQEQGQ7KCHWPGVWENM3DNFRI,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408170
REQ-2PEENG3VRIANMDSNALYY4KHUAY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408171
REQ-XTWU6NJ7XHBEM4ASP27AOOU7AE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408171
REQ-N5SLWYQAVDMQYD67RFYL32ZRCY,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408173
REQ-MNJCQVATTCDIBWWW4JPVCMFS4Y,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408174
REQ-OX6QJRJVZOTWDSOZ6PJZWHBLOA,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408175
REQ-DED5KPTAQJLQPXO27OPIEO7G6Q,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408175
REQ-GVZRPBRJVFXSG7JODZSVF3XC2M,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408175
REQ-YMEXYS6C3LP6ULDPIZTY3ZXVCM,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408176
REQ-2RR5O5ZJNBZZK326ZTNS4URNEE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408176
REQ-WBAC6QO32MDAK6CF5FQWPE2LJI,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408177
REQ-J4HE4DXIOTRLJYVCWXTJ3MXUBE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408178
REQ-TEITP6AZBYXGTL5SDDY2CGM6JM,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408178
REQ-UFB34TEWVRFMW54LKL4LXTPS2U,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408178
REQ-SSQ36JWPBIKBWQDUBFUK6FGX4Q,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408180
REQ-5DVY6XWSF6J63PCJ36JONCZKLU,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408180
REQ-YNZF72ZTKLECULQUYJAZUADFG4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408181
REQ-VHSPP5VAHFE3XQKJUSQDC7QPNI,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408182
REQ-M7MBTTFRMYPXB4AMN4DLC3AGO4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408182
REQ-UQPTI46I2DQROYFHTXGQIZMICQ,0,account_pool_group:gpt-plus-正常(备用1),bound,no_account,account_pool_group:gpt-pro,1785408183
REQ-UQPTI46I2DQROYFHTXGQIZMICQ,0,account_pool_group:gpt-plus-备用2(可破甲),across,no_account,,1785408183
REQ-KZ2MOZ4PG7SZFOIOI2NL4EAK5E,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408184
REQ-U746WRJHTJUUAUPA3ZBWZKA2KQ,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408185
REQ-FRZOMXZQ572BNJJE5F36PG2CT4,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408185
REQ-MKTYLYAR3EEXFZ4HIUGLILZZAM,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408187
REQ-UQPTI46I2DQROYFHTXGQIZMICQ,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408188
REQ-KFIQLBK6AAYBAYDJLFZT3ZA5SA,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408188
REQ-WY224UPFJJBQ62THUFCA2VKY6U,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408189
REQ-7GITM3VBZJ4VZLSB2I5RPXWB5Y,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408189
REQ-XDRAXDORWLTUWLOJPUZIHG7LUU,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408190
REQ-T2M4YCOQ4JGOMPTXQRLRLV3JQQ,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408192
REQ-FCFQ5DRN62TM7FPE7RID24KIIU,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408192
REQ-6X74MPHOW5YSEOESEWFOZ5Y73A,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408192
REQ-E3MYLDITPZ2XMKIRND62ULBELA,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408193
REQ-TWXN4HD5XVXZRW4PCEOGFLC77A,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408193
REQ-WFQ2VTLPR2RYETCFO5P3BZARUI,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408194
REQ-PPN6QFBG2FHCUEHB6N7YGHHX6Q,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408195
REQ-GJQGPD5SZY6MPSGWIKXAPPUEQE,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408201
REQ-LAL7MRKWQXA5MYUMIBND6TQO5A,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408201
REQ-JWQ7473HFGPCT5ZHIHH5KT3MWU,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408202
REQ-MDUVCS3CJA2WIICLME5M3BREC4,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408203
REQ-R3R5DEG35ZWEYOCHF2TPDV3UTU,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408206
REQ-PBGXJKS2BYNINWBT34IRAWHDAI,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408207
REQ-6A54ND5T6MZWDTB24FYWYGYGC4,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408211
REQ-QQHY6UYC7KMPCJPT6LE7GS4TAU,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408212
REQ-VWRBOWPULHP6PQKFJ5XVU7PZTM,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408215
REQ-UBBIHXRWYLCX4FPNG7KXILZ76A,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408217
REQ-7JQEODOZENZPLS6M5YJTK6O55I,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408217
REQ-TFIQQ3OOPGYUFZZAOMPZYTWN6U,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408220
REQ-MGWOKOMWUITNL362AE2PB6EG7E,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408223
REQ-EUAQPFUYJVBUT4BPIBMAKBXF2M,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408228
REQ-TET4BRY277VPE4HCLEOVV45HOI,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408234
REQ-LLFBCJ5U5Q4WJDVM2VMWUU5KXM,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408236
REQ-M44LYTELLKL5METRF2FJG3SARQ,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408236
REQ-YYADGOMFYW772PEDB6VTI44ROQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408243
REQ-R4GNTBTBINXD6U3VUNDGZLP3IU,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408244
REQ-EM22JW44YVCQYU7MQ37FHPKDGA,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408245
REQ-PRDBM2G7IX4XIEK6PM7RYYVHEQ,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408257
REQ-D37RENHYL2PULE44YXK5PHGL3E,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408258
REQ-7IIBHAQMR4YXEZQRLE6JPBMOQ4,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408261
REQ-UXXJJP2JOA5CLLU6U7TQ6MEO4E,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408265
REQ-UJPD6PBH3LJFISKDO3JAMF6EMU,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408265
REQ-25YHHRVAHMKDFK7X3YQKJWTC7E,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408271
REQ-N3E3IQXOLKYSJOYSWYARH37P2E,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408272
REQ-ZO5UHCZ5QFZMKZZOAJOEYZD24E,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408273
REQ-IPLYN43OEDHUVMEA226SWIEAEE,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408275
REQ-KLXXLWHAPCUQ4G3HJBZ2J2M2ZY,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408282
REQ-GJIM6E6S2BND577I6ASZMLIJNY,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408284
REQ-NBLDQZTKFQ4CE77ZXI4VGU3BIU,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408289
REQ-DWOODKVSNIMZBEFJZDUJVSAXUA,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408295
REQ-RSJZWXNW7T6M74H5DTZLNOAYII,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408300
REQ-AFQJDODEHLCWNNTVR7QSURONKA,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408303
REQ-TVLXFBUYUSGKLO7Y3HP74UMGB4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408304
REQ-HPVXIHF4YXGX4K7ZYXB4GADJLY,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408304
REQ-VYXCMJE5USKRPK4RGD3OBU3J3I,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408306
REQ-DWN7VSBEPY6PMLI3S6DQ3MMZ5U,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408307
REQ-D6HDJ5S5FHBRQK23BHB7GQPB4Y,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408310
REQ-JTTUT3VFSCJ25KVUNT47YKMSRY,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408312
REQ-26LPJFOQ6LQFOOMUCCFZLZT2N4,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408315
REQ-SB5UH2PLI7PTE34RASDWR32DXU,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408316
REQ-3HWYOKZUKHUALNW6GQOPHQIIJI,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408317
REQ-L55PTGGIRR46F7DYPXBGWOPA3M,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408325
REQ-H7RXSPZHVK26VRUSV2IH43I6DQ,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408325
REQ-BTH4ECBK4XVGNDR7TCGI5KNUU4,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408325
REQ-7K4453FT7JOUYE6UTVK2Y4XHNQ,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408325
REQ-QAZUWSEXJ3HHN5V6NF2QBAEEOU,0,account_pool_group:gpt-plus-正常(备用1),bound,success,,1785408326
REQ-TGYRZ2MOGN4ZRWRCZH6TTETJKY,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408332
REQ-UIBLXHI5NFGKFK7MO4HIVTA5PE,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408336
REQ-GKJOTGOGMMWJ5WFZUOUYS3R7OQ,0,account_pool_group:gpt-plus-备用2(可破甲),bound,success,,1785408340
